total_time_seconds,code_submissions,submission_frequency_per_min,code_structure_changes,retries,hint_requests,experiments_started,question_level_numeric,accuracy_rate,learner_type
480.28,1,0.12,1,0,6,1,1,0.82,Manual Learner
277.98,2,0.43,5,0,3,0,1,0.69,Manual Learner
617.14,4,0.39,2,2,4,0,3,0.81,Manual Learner
122.84,19,9.28,37,3,1,9,1,0.9,Experimental Learner
257.16,9,2.1,36,3,0,6,3,0.77,Experimental Learner
342.26,2,0.35,1,1,7,1,1,0.7,Manual Learner
292.76,14,2.87,10,4,2,7,2,0.87,Experimental Learner
182.12,2,0.66,5,0,2,0,2,0.61,Manual Learner
362.83,21,3.47,34,9,2,5,3,0.64,Experimental Learner
822.14,2,0.15,7,1,7,1,3,0.68,Manual Learner
380.44,21,3.31,28,8,2,3,2,0.92,Experimental Learner
797.97,3,0.23,1,0,4,0,1,0.79,Manual Learner
864.05,4,0.28,4,0,7,1,1,0.61,Manual Learner
289.88,12,2.48,24,5,2,5,3,0.72,Experimental Learner
296.29,5,1.01,28,4,1,3,1,0.53,Experimental Learner
292.65,10,2.05,16,9,1,7,1,0.54,Experimental Learner
182.88,13,4.27,13,12,1,7,2,0.8,Experimental Learner
248.94,4,0.96,25,11,1,3,2,0.58,Experimental Learner
799.57,4,0.3,4,0,4,1,1,0.93,Manual Learner
457.97,3,0.39,6,3,4,0,3,0.68,Manual Learner
391.86,10,1.53,24,8,2,9,2,0.81,Experimental Learner
290.13,20,4.14,37,3,1,2,2,0.57,Experimental Learner
356.32,6,1.01,27,4,0,3,2,0.82,Experimental Learner
87.94,4,2.73,9,8,1,8,1,0.94,Experimental Learner
550.21,4,0.44,2,1,4,1,3,0.8,Manual Learner
331.9,3,0.54,7,2,7,1,1,0.85,Manual Learner
583.08,4,0.41,1,2,6,1,3,0.67,Manual Learner
67.76,7,6.2,16,11,0,2,1,0.94,Experimental Learner
794.23,2,0.15,1,3,5,0,2,0.97,Manual Learner
284.76,2,0.42,6,0,6,0,3,0.61,Manual Learner
779.92,1,0.08,5,1,5,1,1,0.7,Manual Learner
299.27,23,4.61,9,11,2,3,2,0.58,Experimental Learner
694.05,2,0.17,3,3,5,1,3,0.68,Manual Learner
161.78,12,4.45,19,12,2,3,2,0.64,Experimental Learner
364.05,4,0.66,33,5,2,8,1,0.63,Experimental Learner
46.35,13,16.83,31,6,0,3,1,0.54,Experimental Learner
403.51,4,0.59,5,2,5,1,1,0.68,Manual Learner
64.31,16,14.93,22,5,1,7,2,0.89,Experimental Learner
390.24,9,1.38,35,10,0,8,1,0.59,Experimental Learner
564.75,1,0.11,2,1,3,1,2,0.87,Manual Learner
391.16,22,3.37,12,4,1,8,3,0.78,Experimental Learner
229.67,8,2.09,7,14,2,7,2,0.71,Experimental Learner
175.01,21,7.2,13,14,2,9,2,0.42,Experimental Learner
846.45,4,0.28,3,2,4,0,2,0.92,Manual Learner
344.52,4,0.7,8,10,2,8,3,0.69,Experimental Learner
108.74,13,7.17,20,14,0,4,1,0.94,Experimental Learner
594.83,4,0.4,3,3,4,1,2,0.73,Manual Learner
385.55,18,2.8,20,4,2,8,3,0.73,Experimental Learner
197.19,3,0.91,6,0,5,0,2,0.92,Manual Learner
737.71,2,0.16,3,0,7,0,1,0.66,Manual Learner
90.25,4,2.66,38,8,1,3,1,0.51,Experimental Learner
254.91,23,5.41,36,3,0,9,3,0.69,Experimental Learner
167.96,22,7.86,7,3,2,3,3,0.6,Experimental Learner
92.06,14,9.12,10,12,0,5,2,0.43,Experimental Learner
253.79,4,0.95,6,2,7,0,3,0.68,Manual Learner
122.32,17,8.34,31,3,1,6,2,0.45,Experimental Learner
377.67,23,3.65,28,9,2,6,3,0.51,Experimental Learner
159.24,22,8.29,22,7,0,4,3,0.8,Experimental Learner
428.6,4,0.56,3,3,6,1,3,0.73,Manual Learner
249.49,13,3.13,18,4,1,6,1,0.49,Experimental Learner
836.2,1,0.07,3,2,3,1,3,0.98,Manual Learner
33.18,13,23.51,29,12,1,8,3,0.55,Experimental Learner
408.37,4,0.59,5,0,4,1,1,0.79,Manual Learner
74.19,13,10.51,29,8,2,7,2,0.93,Experimental Learner
146.98,10,4.08,6,5,0,9,1,0.7,Experimental Learner
352.02,19,3.24,15,12,1,9,1,0.7,Experimental Learner
853.95,2,0.14,7,3,3,1,3,0.83,Manual Learner
205.99,10,2.91,11,4,1,9,1,0.72,Experimental Learner
663.7,2,0.18,6,1,2,0,2,0.89,Manual Learner
574.89,2,0.21,5,3,4,1,3,0.8,Manual Learner
82.12,7,5.11,5,3,0,7,3,0.89,Experimental Learner
103.86,14,8.09,23,10,2,2,3,0.46,Experimental Learner
89.45,20,13.41,11,11,2,5,2,0.61,Experimental Learner
393.12,22,3.36,9,6,2,6,2,0.46,Experimental Learner
561.56,2,0.21,2,3,4,0,2,0.83,Manual Learner
339.47,12,2.12,19,7,1,7,2,0.71,Experimental Learner
384.48,3,0.47,2,1,4,0,3,0.83,Manual Learner
574.45,1,0.1,5,0,4,0,2,0.88,Manual Learner
555.06,3,0.32,4,2,6,1,3,0.92,Manual Learner
92.7,18,11.65,25,9,2,7,3,0.85,Experimental Learner
684.43,4,0.35,7,2,6,1,3,0.8,Manual Learner
138.92,10,4.32,8,6,2,7,3,0.87,Experimental Learner
220.15,1,0.27,2,0,7,1,2,0.99,Manual Learner
563.6,3,0.32,6,2,3,1,3,0.84,Manual Learner
168.86,2,0.71,7,1,5,1,3,0.91,Manual Learner
748.96,2,0.16,7,0,3,1,3,0.72,Manual Learner
459.57,4,0.52,7,3,2,0,2,0.87,Manual Learner
744.19,4,0.32,7,2,2,1,1,0.99,Manual Learner
209.2,2,0.57,7,1,7,1,2,0.82,Manual Learner
272.54,15,3.3,28,7,2,3,2,0.68,Experimental Learner
527.35,3,0.34,4,3,4,0,2,0.92,Manual Learner
169.17,1,0.35,2,1,3,1,3,0.78,Manual Learner
758.03,1,0.08,1,3,3,1,3,0.82,Manual Learner
340.13,14,2.47,37,12,0,4,3,0.79,Experimental Learner
848.78,4,0.28,3,0,7,1,2,0.81,Manual Learner
835.75,1,0.07,4,1,2,1,1,0.91,Manual Learner
599.05,2,0.2,5,1,3,0,2,0.7,Manual Learner
348.26,10,1.72,15,6,1,8,2,0.93,Experimental Learner
571.67,3,0.31,7,0,2,1,2,0.64,Manual Learner
165.3,19,6.9,38,8,1,4,1,0.86,Experimental Learner
287.1,23,4.81,31,11,0,6,2,0.42,Experimental Learner
849.21,1,0.07,6,2,3,1,1,0.98,Manual Learner
342.8,1,0.18,2,2,2,0,1,0.99,Manual Learner
528.23,4,0.45,6,3,5,1,3,0.86,Manual Learner
270.37,9,2.0,32,9,2,3,3,0.48,Experimental Learner
302.7,13,2.58,15,13,2,9,1,0.53,Experimental Learner
121.4,15,7.41,19,8,1,7,3,0.65,Experimental Learner
323.79,11,2.04,26,11,2,9,3,0.62,Experimental Learner
224.09,18,4.82,5,10,0,4,2,0.49,Experimental Learner
163.79,10,3.66,23,6,0,6,3,0.6,Experimental Learner
478.44,3,0.38,4,3,5,0,2,0.62,Manual Learner
198.91,8,2.41,7,6,2,9,2,0.76,Experimental Learner
457.87,4,0.52,4,3,2,0,1,1.0,Manual Learner
185.01,24,7.78,12,3,2,7,1,0.49,Experimental Learner
696.95,3,0.26,5,3,2,1,1,0.85,Manual Learner
283.82,21,4.44,11,13,2,2,3,0.73,Experimental Learner
659.66,3,0.27,3,3,2,1,1,0.96,Manual Learner
798.5,1,0.08,4,1,5,0,1,0.85,Manual Learner
509.06,3,0.35,2,2,4,0,2,0.61,Manual Learner
892.21,1,0.07,1,0,3,0,1,0.75,Manual Learner
121.67,12,5.92,21,3,1,4,1,0.92,Experimental Learner
74.28,8,6.46,17,6,0,3,1,0.67,Experimental Learner
187.49,10,3.2,14,7,0,9,3,0.91,Experimental Learner
642.41,2,0.19,4,1,6,0,2,0.96,Manual Learner
412.2,3,0.44,7,1,3,0,1,0.89,Manual Learner
278.74,21,4.52,32,11,2,3,1,0.73,Experimental Learner
350.24,13,2.23,13,11,0,5,3,0.54,Experimental Learner
768.91,4,0.31,4,2,3,0,1,0.61,Manual Learner
211.19,8,2.27,10,8,1,6,1,0.46,Experimental Learner
562.13,2,0.21,2,2,4,0,2,0.77,Manual Learner
179.15,3,1.0,1,0,4,1,3,0.65,Manual Learner
294.8,12,2.44,5,11,0,4,1,0.43,Experimental Learner
44.66,13,17.46,33,6,1,8,3,0.81,Experimental Learner
372.38,22,3.54,39,11,1,2,1,0.6,Experimental Learner
548.25,3,0.33,3,2,4,1,3,0.71,Manual Learner
154.01,4,1.56,32,12,1,5,1,0.76,Experimental Learner
693.36,4,0.35,4,2,4,1,3,0.94,Manual Learner
231.79,14,3.62,30,8,1,8,3,0.86,Experimental Learner
328.52,1,0.18,2,1,2,0,2,0.68,Manual Learner
67.6,21,18.64,14,4,1,8,2,0.63,Experimental Learner
394.27,6,0.91,24,10,0,9,1,0.93,Experimental Learner
308.41,5,0.97,28,3,0,6,2,0.84,Experimental Learner
117.81,10,5.09,25,7,0,6,3,0.54,Experimental Learner
115.51,8,4.16,26,3,1,5,1,0.85,Experimental Learner
346.38,7,1.21,16,9,2,6,2,0.73,Experimental Learner
252.1,10,2.38,9,6,1,3,1,0.55,Experimental Learner
309.37,2,0.39,6,0,5,1,1,0.92,Manual Learner
355.76,24,4.05,33,7,2,4,2,0.93,Experimental Learner
145.9,14,5.76,35,9,2,3,3,0.89,Experimental Learner
450.04,4,0.53,5,3,6,1,3,0.95,Manual Learner
384.05,14,2.19,11,11,2,2,1,0.71,Experimental Learner
576.0,4,0.42,3,1,2,1,2,0.89,Manual Learner
670.83,1,0.09,2,1,2,0,1,0.84,Manual Learner
250.85,18,4.31,33,5,1,8,3,0.94,Experimental Learner
262.46,2,0.46,1,2,5,0,2,0.67,Manual Learner
384.0,24,3.75,13,6,0,6,1,0.61,Experimental Learner
250.51,4,0.96,7,9,1,5,1,0.62,Experimental Learner
636.26,4,0.38,4,0,7,0,1,0.91,Manual Learner
378.22,4,0.63,7,0,6,1,1,0.8,Manual Learner
376.82,20,3.18,27,4,0,3,2,0.48,Experimental Learner
598.88,4,0.4,6,2,2,0,3,0.88,Manual Learner
120.55,8,3.98,18,9,0,6,1,0.57,Experimental Learner
281.28,1,0.21,2,1,7,0,3,0.74,Manual Learner
118.4,23,11.66,19,3,2,8,2,0.53,Experimental Learner
525.54,2,0.23,5,2,4,1,2,0.71,Manual Learner
111.2,8,4.32,35,13,2,5,2,0.81,Experimental Learner
408.37,3,0.44,4,2,4,0,3,0.99,Manual Learner
412.95,4,0.58,5,3,3,0,1,0.98,Manual Learner
384.64,23,3.59,12,13,0,6,2,0.91,Experimental Learner
237.89,2,0.5,1,1,6,1,3,0.88,Manual Learner
692.47,2,0.17,4,1,2,0,1,0.8,Manual Learner
877.31,3,0.21,4,2,4,0,3,0.86,Manual Learner
613.86,2,0.2,2,3,4,0,3,0.82,Manual Learner
275.56,4,0.87,4,1,3,1,3,0.81,Manual Learner
174.37,24,8.26,33,13,0,3,1,0.44,Experimental Learner
839.15,3,0.21,6,1,5,1,2,0.83,Manual Learner
335.83,14,2.5,25,14,2,6,1,0.94,Experimental Learner
439.93,1,0.14,7,3,3,1,1,0.75,Manual Learner
850.05,1,0.07,6,1,4,0,3,0.86,Manual Learner
